business_name,niche,country,city,zone,phone,normalized_phone,phone_status,website_status,website_url,source_url
OSensei Sushi Bar,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 3757669,5113757669,valid_format_only,No website found,,https://www.openstreetmap.org/node/4361939399
MM Dent,Dental,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 497 9569,5114979569,valid_format_only,No website found,,https://www.openstreetmap.org/node/4361996753
Dental Vieira,Dental,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 257 7833,5112577833,valid_format_only,No website found,,https://www.openstreetmap.org/node/4363561559
Odontomalla,Dental,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 274 3385,5112743385,valid_format_only,No website found,,https://www.openstreetmap.org/node/4363803043
La Bistecca,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 3722250,5113722250,valid_format_only,Modern/official website found,https://www.labisteccalima.com,https://www.openstreetmap.org/node/4365330953
Odontología Especializada e Integral,Dental,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 344 1594,5113441594,valid_format_only,No website found,,https://www.openstreetmap.org/node/4366597037
Pet's Place,Veterinaria,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 944302535,,invalid_phone,Modern/official website found,https://petsplaceperu.com/,https://www.openstreetmap.org/node/4366817510
Chifa Jin Ying,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 987752278,51987752278,valid_format_only,No website found,,https://www.openstreetmap.org/node/4368229107
Naruto,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 5935689,5115935689,valid_format_only,No website found,,https://www.openstreetmap.org/node/4368674750
Cavero & Valverde,Dental,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 344 0797,5113440797,valid_format_only,No website found,,https://www.openstreetmap.org/node/4372817515
Punto Azul,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 445 8078,5114458078,valid_format_only,Modern/official website found,https://puntoazulrestaurante.com/,https://www.openstreetmap.org/node/4382389659
La Plaza Bar & Grill,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 3916500,5113916500,valid_format_only,Modern/official website found,https://www.casa-andina.com/destinos/miraflores/hotel-miraflores-lima_casa-andina-select-miraflores/,https://www.openstreetmap.org/node/4393170727
Chez Wong,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4706217,5114706217,valid_format_only,No website found,,https://www.openstreetmap.org/node/4407041390
Cevicheria,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 995602647,51995602647,valid_format_only,No website found,,https://www.openstreetmap.org/node/4419664191
Restaurante Tarboüsh,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 2426994,5112426994,valid_format_only,No website found,,https://www.openstreetmap.org/node/4419765591
Rama Designer,Arquitectura/interiorismo,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51999003100,51999003100,valid_format_only,Modern/official website found,http://renemaguiña.xyz,https://www.openstreetmap.org/node/4419800803
Tomás Gourmet,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 2414866,5112414866,valid_format_only,Modern/official website found,https://menutomas.com/,https://www.openstreetmap.org/node/4419840797
J&R Consulting,Abogado migratorio,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 997813866,51997813866,valid_format_only,No website found,,https://www.openstreetmap.org/node/4424587191
Renova Salud,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 3438264,5113438264,valid_format_only,Modern/official website found,https://renovasalud.com/,https://www.openstreetmap.org/node/4433073625
Restaurante Los Manglares de Tumbes,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+514265056,51514265056,valid_format_only,No website found,,https://www.openstreetmap.org/node/4438108500
Embarcadero 41,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4263493,5114263493,valid_format_only,Modern/official website found,https://embarcadero41.com/restaurantes/,https://www.openstreetmap.org/node/4451126488
Museo Larco Café Restaurant,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 4624757,5114624757,valid_format_only,Modern/official website found,https://cafe.museolarco.org/,https://www.openstreetmap.org/node/4457042838
L'Eau Vive del Perú,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4275612,5114275612,valid_format_only,No website found,,https://www.openstreetmap.org/node/4457079132
Terminal 1 Fusión,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 6337365,5116337365,valid_format_only,No website found,,https://www.openstreetmap.org/node/4465666589
La Tapada,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4262412,5114262412,valid_format_only,Modern/official website found,https://latapada.negocio.site/,https://www.openstreetmap.org/node/4486045726
Anticuchos Bran,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 5551227,5115551227,valid_format_only,No website found,,https://www.openstreetmap.org/node/4497671091
Clinica Happy Dents,Dental,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 967915708,51967915708,valid_format_only,Modern/official website found,http://www.happydents.gob.pe/,https://www.openstreetmap.org/node/4515306396
Mi Buen Gusto,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4343698,5114343698,valid_format_only,Modern/official website found,http://www.mibuengusto.com,https://www.openstreetmap.org/node/4518245794
Centro Odontológico César Anchiraico Cosquillo,Dental,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 2250160,5112250160,valid_format_only,No website found,,https://www.openstreetmap.org/node/4526967489
IK Restaurante,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 6521692,5116521692,valid_format_only,Modern/official website found,http://www.ivankisic.pe/,https://www.openstreetmap.org/node/4527179089
Tzuru Restaurant Nikkei,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 225219,51511225219,valid_format_only,Modern/official website found,http://www.tzururestaurante.com/,https://www.openstreetmap.org/node/4553480902
Don de Peter,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 6205226,5116205226,valid_format_only,No website found,,https://www.openstreetmap.org/node/4555674790
CentrOral estética Dental Laser,Dental,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 3721080,5113721080,valid_format_only,Modern/official website found,https://www.centroral.com/,https://www.openstreetmap.org/node/4558333191
Pollería Amill,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 2812376,5112812376,valid_format_only,No website found,,https://www.openstreetmap.org/node/4559227395
Sayel Restaurante Vegetariano,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4456503,5114456503,valid_format_only,Modern/official website found,https://www.elvegetarianosayel.com,https://www.openstreetmap.org/node/4563641589
El Rosedal,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4771560,5114771560,valid_format_only,Modern/official website found,http://elrosedaldesurco.com/,https://www.openstreetmap.org/node/4600943389
d'Mary Stylos Saloon Hair,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+5112496232,5112496232,valid_format_only,No website found,,https://www.openstreetmap.org/node/4602089789
Clínica NATCLAR,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 2134141,5112134141,valid_format_only,Modern/official website found,https://www.natclar.com.pe/,https://www.openstreetmap.org/node/4674945690
Chifa choi yi,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4615105,5114615105,valid_format_only,No website found,,https://www.openstreetmap.org/node/4676801792
Veggie Pizza,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 146 98709,5114698709,valid_format_only,Modern/official website found,https://www.veggiepizza.pe,https://www.openstreetmap.org/node/4685747789
Fem Salud S.A.C,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 5685069,5115685069,valid_format_only,No website found,,https://www.openstreetmap.org/node/4699602789
Bon Ami,Veterinaria,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 2657373,5112657373,valid_format_only,No website found,,https://www.openstreetmap.org/node/4715660989
La Choza Náutica,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 987598027,51987598027,valid_format_only,No website found,,https://www.openstreetmap.org/node/4724769493
La Choza Náutica,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 946541646,51946541646,valid_format_only,No website found,,https://www.openstreetmap.org/node/4724781197
La Choza Náutica,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 2499680,5112499680,valid_format_only,No website found,,https://www.openstreetmap.org/node/4724808489
El Rincón de Bigote,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 2346021,5112346021,valid_format_only,No website found,,https://www.openstreetmap.org/node/4725852296
Chifa Chun Yion (Unión de Barranco),Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 2476919,5112476919,valid_format_only,Modern/official website found,http://chifachungyiondebarranco.com/,https://www.openstreetmap.org/node/4760706121
Misi Vet,Veterinaria,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51994990636,51994990636,valid_format_only,No website found,,https://www.openstreetmap.org/node/4760927321
Notaría Carlos Herrera Carrera,Abogado migratorio,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+5116521200,5116521200,valid_format_only,Modern/official website found,https://notariaherreracarrera.com/,https://www.openstreetmap.org/node/4764175947
Bao?,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 4834180,5114834180,valid_format_only,No website found,,https://www.openstreetmap.org/node/4764219905
Costazul Seafood,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4078536,5114078536,valid_format_only,Modern/official website found,https://costazulseafood.com/,https://www.openstreetmap.org/node/4764975721
Isolina Taberna,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 2475075,5112475075,valid_format_only,Modern/official website found,https://isolina.pe,https://www.openstreetmap.org/node/4764975921
Veterinaria The Pet's Corner,Veterinaria,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 2527526,5112527526,valid_format_only,No website found,,https://www.openstreetmap.org/node/4765719522
Gama Pets Care,Veterinaria,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 249 6467; +51 992154022,5112496467,valid_format_only,No website found,,https://www.openstreetmap.org/node/4765731521
La curva azul,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 5647536,5115647536,valid_format_only,No website found,,https://www.openstreetmap.org/node/4795240921
Las Zarzas,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 2265135,5112265135,valid_format_only,No website found,,https://www.openstreetmap.org/node/4799874621
Luminaris Spa,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 7471245,5117471245,valid_format_only,Modern/official website found,https://bienestarluminaris.com/,https://www.openstreetmap.org/node/4806752121
Clinica Pablo Bermudez,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4337933;+51 1 3309817;+51 1 3303330,5114337933,valid_format_only,No website found,,https://www.openstreetmap.org/node/4808012782
Sushi Pop,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 7062927,5117062927,valid_format_only,Modern/official website found,https://www.sushipop.pe/,https://www.openstreetmap.org/node/4849841121
Clínica Municipal Santa Anita,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 6371438,5116371438,valid_format_only,Modern/official website found,https://clinica-municipal-santa-anita.negocio.site/,https://www.openstreetmap.org/node/4850387121
El Charrúa,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 4345503,5114345503,valid_format_only,Modern/official website found,https://www.elcharrua.com/,https://www.openstreetmap.org/node/4858864494
Namu,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 952373931,51952373931,valid_format_only,No website found,,https://www.openstreetmap.org/node/4879348721
La Cabrera,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 4473799,5114473799,valid_format_only,Modern/official website found,https://lacabreraperu.com/,https://www.openstreetmap.org/node/4880787724
Mis engreidos Veterinaria Pet shop,Veterinaria,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 998495549,51998495549,valid_format_only,Modern/official website found,http://www.veterinariamisengreidos.com/,https://www.openstreetmap.org/node/4880939923
Meridiano Lima,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 4445026,5114445026,valid_format_only,No website found,,https://www.openstreetmap.org/node/4880940222
Social.,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 2008070,5112008070,valid_format_only,No website found,,https://www.openstreetmap.org/node/4882102722
Policlínico Peruano-Japonés,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 2042100,5112042100,valid_format_only,No website found,,https://www.openstreetmap.org/node/4888683521
Black Maki Bar,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 5970939,5115970939,valid_format_only,No website found,,https://www.openstreetmap.org/node/4889001524
Optica Rivera,Óptica/Oftalmología premium,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 7824849,5117824849,valid_format_only,No website found,,https://www.openstreetmap.org/node/4890209822
Optica Rivera,Óptica/Oftalmología premium,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 7824849,5117824849,valid_format_only,No website found,,https://www.openstreetmap.org/node/4890209921
La Vista Restaurant,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 2177009,5112177009,valid_format_only,Modern/official website found,https://www.espanol.marriott.com/hotels/hotel-information/restaurant/limdt-jw-marriott-hotel-lima/,https://www.openstreetmap.org/node/4890540929
Chifa Jumbo,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+5113751370,5113751370,valid_format_only,Modern/official website found,http://chifajumbo.com,https://www.openstreetmap.org/node/4894077142
Yao Ling Spa,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 263227,51511263227,valid_format_only,Modern/official website found,https://yaolingspa.com/,https://www.openstreetmap.org/node/4906629134
Tu Chinindro,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 4185428,5114185428,valid_format_only,No website found,,https://www.openstreetmap.org/node/4929408021
El parque,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4701016,5114701016,valid_format_only,No website found,,https://www.openstreetmap.org/node/4973644772
Kametsa Spa,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 3457780,5113457780,valid_format_only,No website found,,https://www.openstreetmap.org/node/4981536921
Tragaluz,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 6104018,5116104018,valid_format_only,Modern/official website found,https://www.belmond.com/es/miraflores-park-lima/restaurants_lima,https://www.openstreetmap.org/node/4990723113
Sangucheria El Chinito,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 (01) 340 9427,51013409427,valid_format_only,Modern/official website found,https://elchinito.com.pe,https://www.openstreetmap.org/node/4995543123
San Ceferino,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 4228242,5114228242,valid_format_only,Modern/official website found,https://restaurantsanceferino.com,https://www.openstreetmap.org/node/4997758921
Osteria Gianfranco,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4469518,5114469518,valid_format_only,Modern/official website found,http://www.gianfrancocaffe.com,https://www.openstreetmap.org/node/5004995721
Tierra Santa,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 2430970,5112430970,valid_format_only,No website found,,https://www.openstreetmap.org/node/5005805759
Odontoled,Dental,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 5601616,5115601616,valid_format_only,No website found,,https://www.openstreetmap.org/node/5010407404
Paseo Colón,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4225555,5114225555,valid_format_only,Modern/official website found,https://paseocolon.com/,https://www.openstreetmap.org/node/5015691321
Mirada Glamour,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4631678,5114631678,valid_format_only,Modern/official website found,https://www.miradaglamour.com/,https://www.openstreetmap.org/node/5071636622
Lima Estudio Arquitectos,Arquitectura/interiorismo,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 724 1120,5117241120,valid_format_only,No website found,,https://www.openstreetmap.org/node/5076423087
Lourdes Flores Nano,Abogado migratorio,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 2255885,5112255885,valid_format_only,Modern/official website found,https://lfnabogados.com.pe/,https://www.openstreetmap.org/node/5076423088
Giorgio Dalla Pieta,Arquitectura/interiorismo,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 2221590,5112221590,valid_format_only,No website found,,https://www.openstreetmap.org/node/5076423509
Clínica hogar de Maria,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4633132,5114633132,valid_format_only,No website found,,https://www.openstreetmap.org/node/5076423515
Veterinaria Benavides,Veterinaria,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 2754981,5112754981,valid_format_only,Modern/official website found,http://veterinariabenavides.got.to/,https://www.openstreetmap.org/node/5076423938
La Baratura,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 2612585,5112612585,valid_format_only,No website found,,https://www.openstreetmap.org/node/5084261164
Costanera 700,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 4217508,5114217508,valid_format_only,Modern/official website found,https://costanera700.pe/,https://www.openstreetmap.org/node/5099439821
El Chanchito,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 2265358,5112265358,valid_format_only,Modern/official website found,http://www.chicharroneria-elchanchito.com,https://www.openstreetmap.org/node/5108348021
Estrella fu lai,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4262980,5114262980,valid_format_only,No website found,,https://www.openstreetmap.org/node/5140690321
Destellos Ópticos,Óptica/Oftalmología premium,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+5112421626,5112421626,valid_format_only,No website found,,https://www.openstreetmap.org/node/5148690722
Donde Jaimito,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 2852381,5112852381,valid_format_only,No website found,,https://www.openstreetmap.org/node/5168318421
Policlínico Esperanza,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 2911945,5112911945,valid_format_only,No website found,,https://www.openstreetmap.org/node/5176549021
health pet,Veterinaria,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 5588254,5115588254,valid_format_only,No website found,,https://www.openstreetmap.org/node/5186361122
La choza nática,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 910346085,51910346085,valid_format_only,No website found,,https://www.openstreetmap.org/node/5223706765
DSdental,Dental,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 941484023,51941484023,valid_format_only,No website found,,https://www.openstreetmap.org/node/5243346622
Puquina Qocha,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 7156960,5117156960,valid_format_only,Modern/official website found,http://brisasdeltiticaca.com/puquina-qocha/,https://www.openstreetmap.org/node/5258634721
restaurant cevichería Santiago,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 948050012,51948050012,valid_format_only,No website found,,https://www.openstreetmap.org/node/5266970022
China Town,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 5879521,5115879521,valid_format_only,No website found,,https://www.openstreetmap.org/node/5335117716
El Bodegón,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4456222,5114456222,valid_format_only,Modern/official website found,https://www.elbodegon.com.pe,https://www.openstreetmap.org/node/5335214022
Veterinaria CielitoVet,Veterinaria,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 944798603,51944798603,valid_format_only,No website found,,https://www.openstreetmap.org/node/5380014121
Viet,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+5112251884,5112251884,valid_format_only,Modern/official website found,https://viet.pe/,https://www.openstreetmap.org/node/5396324321
Bazar,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 4478833,5114478833,valid_format_only,Modern/official website found,http://bazarlima.com/,https://www.openstreetmap.org/node/5402792721
Euroidiomas,Academia privada,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 2155593,5112155593,valid_format_only,No website found,,https://www.openstreetmap.org/node/5476898855
Detecta,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 217 5100,5112175100,valid_format_only,Modern/official website found,http://www.detecta.pe/,https://www.openstreetmap.org/node/5481482098
SISOL Salud Centro Quirúrgico,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 495 6004,5114956004,valid_format_only,Modern/official website found,https://www.sisol.gob.pe/,https://www.openstreetmap.org/node/5485493582
Clínica María Huarhua,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 01 2831689,,invalid_phone,Modern/official website found,https://www.clinicamariahuarhua.com/,https://www.openstreetmap.org/node/5569642261
Mácula D&T,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 01 2050908,51012050908,valid_format_only,Modern/official website found,http://www.maculadt.com/,https://www.openstreetmap.org/node/5577497869
Aida Sushi Bar,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 5937360,5115937360,valid_format_only,No website found,,https://www.openstreetmap.org/node/5579429321
Clínica Odontomédica Galla,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 475 0113,5114750113,valid_format_only,Modern/official website found,http://www.odontomedicagalla.com/,https://www.openstreetmap.org/node/5605942363
Andromed,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 6373034;637-3232;224-4105,5116373034,valid_format_only,Modern/official website found,https://andromed.com.pe/,https://www.openstreetmap.org/node/5612802334
Inmuno Vax,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 225-9347,5112259347,valid_format_only,Modern/official website found,http://www.inmunovax.com.pe/,https://www.openstreetmap.org/node/5612802339
IBN Sina,Clínica estética,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 223-2742,5112232742,valid_format_only,No website found,,https://www.openstreetmap.org/node/5612802358
La Norteñita Restaurant Turístico,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4818487,5114818487,valid_format_only,Modern/official website found,https://lanortenitarestaurantturistico.business.site/,https://www.openstreetmap.org/node/5726780132
Canta Ranita,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 970213200,51970213200,valid_format_only,No website found,,https://www.openstreetmap.org/node/5821590753
La Bodega de la Trattoria,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4371156,5114371156,valid_format_only,Modern/official website found,https://labodegadelatrattoria.com/,https://www.openstreetmap.org/node/5837072005
Eyes Illusion,Óptica/Oftalmología premium,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 7156490,5117156490,valid_format_only,Modern/official website found,https://eyesillusion.com/,https://www.openstreetmap.org/node/5837072017
Dánica,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4186920,5114186920,valid_format_only,Modern/official website found,https://www.danica.pe/,https://www.openstreetmap.org/node/5837109188
Clínica veterinaria PetCenter,Veterinaria,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 7177777,5117177777,valid_format_only,Modern/official website found,https://www.petcenter.com.pe/,https://www.openstreetmap.org/node/5876946117
La Gloria,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 4466504,5114466504,valid_format_only,Modern/official website found,https://lagloriarestaurant.com/,https://www.openstreetmap.org/node/5892067685
El Pez On,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 7130866,5117130866,valid_format_only,Modern/official website found,https://elpez-on.com/,https://www.openstreetmap.org/node/5931759685
Osaka Pardo and Aliaga,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 2220405,5112220405,valid_format_only,Modern/official website found,https://www.osaka.com.pe/,https://www.openstreetmap.org/node/5952574543
ámaZ,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 501 3122,5115013122,valid_format_only,Modern/official website found,http://amaz.com.pe/,https://www.openstreetmap.org/node/5967438124
1087 Restaurante,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 977 741 746,51977741746,valid_format_only,No website found,,https://www.openstreetmap.org/node/5967542306
Osso El Restaurante,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+51 1 4697438,5114697438,valid_format_only,Modern/official website found,https://www.osso.pe/menu/,https://www.openstreetmap.org/node/5967750564
Estudio Leguía Normand,Abogado migratorio,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 208300,51511208300,valid_format_only,Modern/official website found,https://www.rubio.pe/,https://www.openstreetmap.org/node/5980207955
Don Rosalino,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 4476805,5114476805,valid_format_only,Modern/official website found,https://donrosalino.com/,https://www.openstreetmap.org/node/5980220893
La Calesa,Restaurante boutique,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,+511 4405568,5114405568,valid_format_only,No website found,,https://www.openstreetmap.org/node/5980554688
